Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,B365H,B365D,B365A,HomePoints,AwayPoints,HomeForm,AwayForm,HomeGolosMarcados_Ultimos6,HomeGolosSofridos_Ultimos6,HomePontos_Ultimos6,HomeRematesBaliza_Ultimos6,AwayGolosMarcados_Ultimos6,AwayGolosSofridos_Ultimos6,AwayPontos_Ultimos6,AwayRematesBaliza_Ultimos6,H2H_Pontos_Casa,HomeDiasDescanso,AwayDiasDescanso,Home_Streak,Away_Streak,Home_Elo,Away_Elo,Jogos_Casa_Realizados,Peso_Jogo
2022-05-14,Porto,Estoril,2,0,H,5,1,1.18,8.0,11.0,3,0,88,39,2.6666666666666665,0.5,15.0,6.333333333333333,0.8333333333333334,1.5,5.0,3.3333333333333335,3.0,7,7,2,1,1726.7946618002875,1445.0304341861186,16,0.13570657321869012
2022-05-14,Sp Lisbon,Santa Clara,4,0,H,9,1,1.22,7.0,9.0,3,0,82,40,2.5,1.0,15.0,7.5,1.3333333333333333,1.1666666666666667,9.0,3.0,0.0,7,6,3,1,1684.804117367681,1510.021418131512,16,0.13570657321869012
2022-05-15,Famalicao,Sp Braga,3,2,H,11,6,3.1,3.5,2.2,3,0,36,65,1.5,1.3333333333333333,8.0,3.6666666666666665,1.1666666666666667,0.3333333333333333,16.0,4.5,1.0,6,7,2,3,1477.2919024829794,1622.558201658336,16,0.1358926000205856
2022-05-15,Guimaraes,Gil Vicente,5,0,H,8,4,2.15,3.5,3.2,3,0,45,51,1.3333333333333333,0.6666666666666666,9.0,3.6666666666666665,1.5,1.8333333333333333,5.0,3.8333333333333335,0.0,9,7,0,1,1501.1521951839954,1534.9040052420282,16,0.1358926000205856
2022-08-05,Benfica,Arouca,4,0,H,6,2,1.14,6.5,17.0,3,0,74,31,1.3333333333333333,0.3333333333333333,13.0,5.166666666666667,0.5,0.8333333333333334,5.0,5.0,3.0,14,14,1,0,1630.3707752555022,1420.0988261443608,17,0.15204760082549781
2022-08-06,Rio Ave,Vizela,0,1,A,0,7,2.2,3.2,3.1,0,3,0,33,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,14,14,0,-1,1500.0,1426.332788746482,0,0.07612801396794593
2022-08-06,Estoril,Famalicao,2,0,H,5,5,2.5,3.0,2.8,3,0,39,39,0.6666666666666666,1.5,5.0,3.0,1.8333333333333333,1.3333333333333333,11.0,4.5,0.5,14,14,-1,3,1440.0824137970744,1498.2219579473722,17,0.15225602793589185
2022-08-06,Porto,Maritimo,5,1,H,7,3,1.16,7.0,10.0,3,0,91,38,2.5,0.5,15.0,6.166666666666667,1.1666666666666667,1.1666666666666667,5.0,4.333333333333333,2.0,14,14,3,-1,1731.7426821893316,1450.2792762420172,17,0.15225602793589185
2022-08-07,Santa Clara,Casa Pia,0,0,D,3,3,1.95,3.0,4.0,1,1,40,0,1.3333333333333333,1.3333333333333333,9.0,3.0,0.0,0.0,0.0,0.0,1.0,14,14,-1,0,1501.9892817276186,1500.0,17,0.15246474075852406
2022-08-07,Sp Braga,Sp Lisbon,3,3,D,7,4,3.75,3.25,1.9,1,1,65,85,1.0,0.5,13.0,4.666666666666667,2.8333333333333335,1.0,15.0,8.0,1.5,14,14,-1,4,1601.6281461939432,1692.8362537715745,17,0.15246474075852406
2022-08-07,Chaves,Guimaraes,0,1,A,2,6,2.7,3.2,2.5,0,3,0,48,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,9.0,4.333333333333333,1.0,14,14,0,1,1500.0,1517.6048112641286,0,0.07623237037926203
2022-08-07,Portimonense,Boavista,0,1,A,8,5,2.0,3.3,3.5,0,3,38,38,0.8333333333333334,1.8333333333333333,9.0,4.333333333333333,1.0,1.8333333333333333,8.0,3.1666666666666665,1.0,14,14,1,0,1437.116234316089,1481.8382476094923,17,0.15246474075852406
2022-08-08,Gil Vicente,Pacos Ferreira,1,0,H,7,5,1.72,3.4,4.5,3,0,51,38,1.3333333333333333,2.3333333333333335,5.0,3.6666666666666665,0.6666666666666666,1.6666666666666667,5.0,2.8333333333333335,2.0,14,14,-1,-2,1518.4513891618951,1458.0464985317021,17,0.15267373968504938
2022-08-12,Famalicao,Sp Braga,0,3,A,5,9,3.6,3.4,2.0,0,3,39,66,1.8333333333333333,1.5,11.0,5.0,1.3333333333333333,1.0,11.0,5.166666666666667,2.0,6,5,-1,0,1480.7350420063642,1605.477884565021,17,0.15351260428198368
2022-08-13,Casa Pia,Benfica,0,1,A,2,4,12.0,5.5,1.25,0,3,1,77,0.0,0.0,1.0,3.0,1.5,0.16666666666666666,13.0,4.833333333333333,1.0,6,8,0,2,1500.0858832574795,1637.2595636087033,0,0.07686151981080658
2022-08-13,Sp Lisbon,Rio Ave,3,0,H,6,1,1.22,6.0,11.0,3,0,86,0,2.8333333333333335,1.3333333333333333,13.0,7.166666666666667,0.0,1.0,0.0,0.0,1.0,6,7,0,-1,1688.9865154004967,1481.8663507793044,17,0.15372303962161316
2022-08-14,Guimaraes,Estoril,1,0,H,3,4,1.95,3.4,3.8,3,0,51,42,2.1666666666666665,0.5,12.0,5.166666666666667,1.0,1.1666666666666667,8.0,3.1666666666666665,2.0,7,8,2,1,1531.8454002880112,1457.5693297380824,17,0.1539337634263649
2022-08-14,Boavista,Santa Clara,2,1,H,5,1,2.45,3.1,2.9,3,0,41,41,1.0,1.8333333333333333,8.0,3.1666666666666665,1.0,1.3333333333333333,7.0,2.8333333333333335,1.5,7,7,1,0,1494.9180366633734,1501.903398470139,17,0.1539337634263649
2022-08-14,Vizela,Porto,0,1,A,1,4,10.0,5.25,1.28,0,3,36,94,1.1666666666666667,1.8333333333333333,7.0,3.8333333333333335,3.1666666666666665,0.6666666666666666,15.0,6.666666666666667,0.0,8,8,1,4,1444.4664379671776,1736.697861853272,17,0.1539337634263649
2022-08-15,Maritimo,Chaves,1,2,A,6,8,2.25,3.3,3.2,0,3,38,0,1.3333333333333333,1.6666666666666667,5.0,4.166666666666667,0.0,1.0,0.0,2.0,1.0,9,8,-2,-1,1445.324096578077,1485.7594109761174,17,0.15414477609166738
2022-08-15,Arouca,Gil Vicente,1,0,H,4,2,2.62,3.4,2.6,3,0,31,54,0.5,1.3333333333333333,5.0,5.166666666666667,1.3333333333333333,2.0,8.0,4.0,2.0,10,7,-1,1,1413.2100377911597,1530.8694627891343,17,0.15414477609166738
2022-08-15,Pacos Ferreira,Portimonense,0,3,A,4,3,2.25,3.25,3.2,0,3,38,38,0.3333333333333333,1.8333333333333333,2.0,2.6666666666666665,0.6666666666666666,2.0,6.0,4.666666666666667,2.0,7,8,-3,-1,1445.628424904463,1424.036445262208,17,0.15414477609166738
2022-08-19,Estoril,Rio Ave,2,2,D,4,7,2.1,3.25,3.75,1,1,42,0,1.0,1.3333333333333333,7.0,2.8333333333333335,0.0,2.0,0.0,0.5,1.0,5,6,-1,-2,1445.728109067389,1474.8808059186954,18,0.154991723285942
2022-08-20,Santa Clara,Arouca,1,2,A,3,4,2.05,3.25,3.75,0,3,41,34,1.0,1.5,6.0,2.6666666666666665,0.5,1.1666666666666667,7.0,4.666666666666667,2.0,6,5,-1,1,1486.6018567879867,1433.1041264083444,18,0.15520418620442342
2022-08-20,Chaves,Vizela,1,1,D,3,4,2.25,3.3,3.25,1,1,3,36,1.0,1.0,3.0,5.0,1.1666666666666667,1.8333333333333333,7.0,3.5,1.0,5,6,1,-1,1499.0215175281867,1439.7623833533444,1,0.07760209310221171
2022-08-20,Porto,Sp Lisbon,3,0,H,5,4,2.1,3.3,3.5,3,0,97,89,2.1666666666666665,0.6666666666666666,15.0,5.333333333333333,3.3333333333333335,1.0,16.0,7.5,1.0,6,7,5,1,1741.4019164671051,1695.9720602611058,18,0.15520418620442342
2022-08-21,Sp Braga,Maritimo,5,0,H,9,1,1.36,4.5,9.0,3,0,69,38,1.8333333333333333,1.0,13.0,6.333333333333333,0.8333333333333334,2.0,2.0,4.333333333333333,1.5,9,6,1,-3,1615.3123785322966,1432.0619900260076,18,0.1554169403674356
2022-08-21,Portimonense,Guimaraes,2,1,H,5,6,2.62,3.3,2.55,3,0,41,54,1.1666666666666667,0.8333333333333334,9.0,4.833333333333333,1.6666666666666667,0.5,12.0,4.333333333333333,2.0,6,7,1,3,1439.9674476898365,1543.6866209587047,18,0.1554169403674356
2022-08-21,Casa Pia,Boavista,2,0,H,4,4,2.45,3.1,3.0,3,0,1,44,0.0,0.5,1.0,2.5,1.3333333333333333,1.3333333333333333,11.0,4.0,1.0,8,7,-1,2,1490.7184729884918,1510.2195783455259,1,0.0777084701837178
2022-08-22,Gil Vicente,Famalicao,0,0,D,5,2,2.2,3.5,3.2,1,1,54,39,1.0,1.8333333333333333,7.0,3.5,1.5,1.6666666666666667,10.0,5.333333333333333,2.0,7,10,-1,-2,1510.9753741719496,1470.9005480390886,18,0.15562998617421717
2022-08-26,Pacos Ferreira,Estoril,0,3,A,4,7,2.62,3.2,2.8,0,3,38,43,0.3333333333333333,1.6666666666666667,2.0,3.3333333333333335,1.0,1.3333333333333333,7.0,3.1666666666666665,0.5,11,7,-4,0,1429.6974224768344,1446.9837866445198,18,0.156485093842977
2022-08-27,Maritimo,Portimonense,0,1,A,4,6,2.75,3.2,2.6,0,3,38,44,0.5,2.5,1.0,4.0,1.3333333333333333,1.0,9.0,4.5,1.5,6,6,-4,2,1424.3132824719858,1459.3169189457146,18,0.1566996038763636
2022-08-27,Boavista,Benfica,0,3,A,0,6,8.5,4.75,1.36,0,3,44,80,1.3333333333333333,1.1666666666666667,11.0,4.5,1.3333333333333333,0.16666666666666666,13.0,4.833333333333333,0.5,6,14,-1,3,1494.3785309836883,1646.626973877691,18,0.1566996038763636
2022-08-27,Sp Lisbon,Chaves,0,2,A,10,5,1.18,7.0,19.0,0,3,89,4,2.8333333333333335,1.5,13.0,7.333333333333333,1.0,1.0,4.0,4.333333333333333,1.0,7,7,-1,0,1682.9223225574844,1496.48761892953,18,0.1566996038763636
2022-08-28,Famalicao,Santa Clara,1,0,H,4,2,2.15,3.4,3.3,3,0,40,41,1.5,1.6666666666666667,10.0,5.666666666666667,0.8333333333333334,1.5,5.0,2.6666666666666665,2.0,6,8,0,-2,1472.623085033095,1469.310256429821,18,0.15691440796046965
2022-08-28,Arouca,Sp Braga,0,6,A,4,10,5.0,3.75,1.66,0,3,37,72,0.6666666666666666,1.0,10.0,4.5,2.5,1.0,13.0,7.0,0.0,8,7,2,2,1450.39572676651,1623.0610860863185,18,0.15691440796046965
2022-08-28,Rio Ave,Porto,3,1,H,4,10,10.0,5.5,1.3,3,0,1,100,0.6666666666666666,2.0,1.0,2.6666666666666665,2.6666666666666665,0.5,18.0,5.666666666666667,1.0,9,8,0,6,1473.6251283415645,1754.4516541707264,1,0.07845720398023483
2022-08-29,Guimaraes,Casa Pia,0,1,A,2,2,1.95,3.4,4.0,0,3,54,4,1.6666666666666667,0.6666666666666666,11.0,4.833333333333333,0.6666666666666666,0.3333333333333333,4.0,3.0,1.0,8,8,-1,1,1524.3371497028265,1506.5595203503294,18,0.15712950649838034
2022-08-29,Vizela,Gil Vicente,2,2,D,9,4,2.3,3.3,3.0,1,1,37,55,1.0,1.8333333333333333,5.0,3.1666666666666665,0.8333333333333334,1.6666666666666667,7.0,3.8333333333333335,0.5,9,7,0,0,1442.296281952001,1509.252837177943,18,0.15712950649838034
2022-08-30,Benfica,Pacos Ferreira,3,2,H,6,2,1.06,11.0,29.0,3,0,83,38,1.8333333333333333,0.16666666666666666,15.0,5.0,0.16666666666666666,2.0,1.0,3.6666666666666665,3.0,3,4,4,-5,1655.4446264025767,1415.4431195932564,18,0.15734489989373343
2022-09-02,Benfica,Vizela,2,1,H,6,2,1.2,7.0,15.0,3,0,86,38,2.1666666666666665,0.5,15.0,5.333333333333333,1.0,1.5,6.0,4.333333333333333,2.0,3,4,5,0,1661.467384916888,1445.1517654951133,19,0.1579928532691293
2022-09-02,Estoril,Sp Lisbon,0,2,A,0,4,6.5,4.33,1.45,0,3,46,89,1.3333333333333333,0.8333333333333334,10.0,3.8333333333333335,2.1666666666666665,1.6666666666666667,10.0,6.833333333333333,0.0,7,6,1,-2,1461.2380895280978,1660.5661476340058,19,0.1579928532691293
2022-09-03,Sp Braga,Guimaraes,1,0,H,2,3,1.36,4.75,8.0,3,0,75,54,3.3333333333333335,1.0,13.0,7.166666666666667,1.5,0.6666666666666666,10.0,5.0,0.5,6,5,3,-2,1631.1651126952945,1508.5702968820292,19,0.15820943014170738
2022-09-03,Gil Vicente,Porto,0,2,A,2,4,7.0,4.33,1.44,0,3,56,100,1.0,1.3333333333333333,8.0,4.333333333333333,2.1666666666666665,0.6666666666666666,15.0,6.0,0.5,5,6,0,-1,1506.3973536348308,1729.4220184016947,19,0.15820943014170738
2022-09-04,Casa Pia,Arouca,0,0,D,1,1,2.0,3.1,3.8,1,1,7,37,0.75,0.25,7.0,2.75,0.5,2.0,7.0,4.166666666666667,1.0,6,7,2,-1,1522.3263731711268,1442.291700157534,2,0.07921315194911581
2022-09-04,Santa Clara,Maritimo,2,1,H,4,5,2.0,3.2,3.6,3,0,41,38,0.6666666666666666,1.5,4.0,2.8333333333333335,0.5,2.5,1.0,3.8333333333333335,0.5,7,8,-3,-5,1454.4532784033827,1410.8194184860836,19,0.15842630389823162
2022-09-04,Portimonense,Famalicao,1,0,H,1,1,2.2,3.2,3.2,3,0,47,43,1.5,0.8333333333333334,12.0,4.833333333333333,1.1666666666666667,1.5,10.0,5.166666666666667,3.0,8,7,3,1,1472.8107829316168,1487.4800630595334,19,0.15842630389823162
2022-09-05,Boavista,Pacos Ferreira,1,0,H,3,1,2.0,3.3,3.8,3,0,44,38,1.0,1.5,8.0,4.166666666666667,0.3333333333333333,2.3333333333333335,0.0,3.1666666666666665,2.0,9,6,-2,-6,1485.5608784588026,1409.420361078945,19,0.158643474945671
2022-09-05,Chaves,Rio Ave,1,1,D,6,3,2.5,3.0,2.87,1,1,7,4,1.25,0.75,7.0,4.5,1.25,1.75,4.0,3.0,1.0,9,8,1,1,1518.8437938530087,1498.6547641105963,2,0.0793217374728355
2022-09-09,Guimaraes,Santa Clara,1,0,H,3,4,1.95,3.4,4.0,3,0,54,44,1.3333333333333333,0.6666666666666666,9.0,4.666666666666667,0.6666666666666666,1.6666666666666667,4.0,2.3333333333333335,0.5,6,5,-3,1,1498.6538894402458,1467.5792953191972,19,0.1595151402035018
2022-09-10,Famalicao,Benfica,0,1,A,2,7,7.0,4.5,1.4,0,3,43,89,0.6666666666666666,1.3333333333333333,7.0,4.666666666666667,2.5,0.5,18.0,6.0,0.5,6,8,-1,6,1471.847115392662,1668.173282688596,19,0.15973380382960448
2022-09-10,Sp Lisbon,Portimonense,4,0,H,7,1,1.33,5.5,8.0,3,0,92,50,2.0,1.3333333333333333,10.0,6.166666666666667,1.3333333333333333,0.3333333333333333,15.0,4.5,3.0,8,6,1,4,1667.7949421157418,1488.4437305984882,19,0.15973380382960448
2022-09-10,Porto,Chaves,3,0,H,7,1,1.14,7.0,19.0,3,0,103,8,2.3333333333333335,0.6666666666666666,15.0,5.833333333333333,1.2,0.8,8.0,4.8,1.0,7,5,1,0,1735.928971587069,1517.9731431050975,19,0.15973380382960448
2022-09-11,Arouca,Boavista,1,2,A,1,4,2.7,3.1,2.75,0,3,38,47,0.5,1.8333333333333333,8.0,3.6666666666666665,1.0,1.3333333333333333,10.0,3.6666666666666665,1.5,7,6,0,1,1445.6872250406782,1497.3252616867296,19,0.15995276720017856
2022-09-11,Pacos Ferreira,Casa Pia,2,3,A,8,5,2.8,3.1,2.62,0,3,38,8,0.3333333333333333,2.1666666666666665,0.0,3.3333333333333335,0.6,0.2,8.0,2.4,1.0,6,7,-7,0,1397.655977851018,1518.9308482879826,19,0.15995276720017856
2022-09-11,Rio Ave,Sp Braga,2,3,A,5,11,5.75,4.0,1.57,0,3,5,78,1.2,1.6,5.0,3.0,3.3333333333333335,1.0,13.0,7.166666666666667,1.0,6,8,0,4,1499.5254148585075,1641.0815201370779,2,0.07997638360008928
2022-09-11,Maritimo,Gil Vicente,1,2,A,4,5,2.75,3.2,2.62,0,3,38,56,0.5,2.6666666666666665,0.0,4.166666666666667,0.5,1.6666666666666667,5.0,4.0,0.5,7,8,-6,-1,1397.693401570269,1499.8904004494564,19,0.15995276720017856
2022-09-12,Vizela,Estoril,0,1,A,7,2,2.2,3.3,3.25,0,3,38,46,1.0,1.6666666666666667,5.0,4.166666666666667,1.1666666666666667,1.1666666666666667,7.0,3.5,2.0,10,10,-1,-1,1438.4458677234054,1454.0092950463618,19,0.16017203072611425
2022-09-16,Portimonense,Chaves,1,0,H,6,4,2.1,3.25,3.5,3,0,50,8,1.1666666666666667,1.0,12.0,4.0,1.0,1.1666666666666667,8.0,4.166666666666667,1.0,6,6,-1,-1,1480.5653241844389,1511.3162797646212,20,0.16105209462100795
2022-09-17,Gil Vicente,Rio Ave,2,2,D,7,5,1.95,3.3,3.8,1,1,59,5,0.8333333333333334,1.0,8.0,4.166666666666667,1.3333333333333333,1.8333333333333333,5.0,3.3333333333333335,1.0,6,6,1,-1,1510.6011974203643,1490.319755640653,20,0.16127286510684605
2022-09-17,Santa Clara,Pacos Ferreira,1,1,D,2,4,2.0,3.3,3.75,1,1,44,38,0.6666666666666666,1.1666666666666667,4.0,2.8333333333333335,0.6666666666666666,2.3333333333333335,0.0,4.0,1.5,8,6,-1,-8,1453.917327434424,1387.6890643357087,20,0.16127286510684605
2022-09-17,Estoril,Porto,1,1,D,4,4,9.5,5.0,1.3,1,1,49,106,1.3333333333333333,0.8333333333333334,10.0,3.6666666666666665,2.5,0.6666666666666666,15.0,6.166666666666667,0.0,5,7,1,2,1468.3378169464188,1742.5858349275454,20,0.16127286510684605
2022-09-17,Boavista,Sp Lisbon,2,1,H,3,3,6.5,4.33,1.45,3,0,50,95,1.0,1.1666666666666667,12.0,3.5,2.0,1.3333333333333333,10.0,5.833333333333333,0.0,6,7,2,2,1510.1121402557328,1675.6733485297912,20,0.16127286510684605
2022-09-18,Benfica,Maritimo,5,0,H,12,1,1.11,9.0,21.0,3,0,92,38,2.3333333333333335,0.5,18.0,5.833333333333333,0.6666666666666666,2.8333333333333335,0.0,3.8333333333333335,3.0,8,7,7,-7,1675.4973170348949,1386.9826045993611,20,0.1614939382252425
2022-09-18,Arouca,Guimaraes,2,2,D,6,5,3.0,3.2,2.37,1,1,38,57,0.6666666666666666,2.1666666666666665,7.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,9.0,3.8333333333333335,2.0,7,9,-1,1,1432.900346471675,1512.3158573250191,20,0.1614939382252425
2022-09-18,Sp Braga,Vizela,2,0,H,10,6,1.3,5.0,9.5,3,0,81,38,3.5,0.8333333333333334,16.0,8.0,0.8333333333333334,1.1666666666666667,5.0,5.0,3.0,7,6,5,-2,1650.2871793549323,1424.1173458233484,20,0.1614939382252425
2022-09-18,Casa Pia,Famalicao,1,0,H,6,1,2.37,3.0,3.2,3,0,11,43,1.0,0.5,11.0,2.8333333333333335,0.16666666666666666,1.1666666666666667,4.0,3.1666666666666665,1.0,7,8,1,-2,1528.8977618032918,1464.5230810463631,3,0.08074696911262125
2022-09-30,Sp Lisbon,Gil Vicente,3,1,H,7,4,1.3,5.0,9.5,3,0,95,60,1.6666666666666667,1.1666666666666667,9.0,5.666666666666667,1.0,1.3333333333333333,6.0,4.166666666666667,3.0,13,13,-1,0,1654.0215227407,1509.726570427168,20,0.16417057256147524
2022-09-30,Porto,Sp Braga,4,1,H,7,0,1.75,3.8,4.0,3,0,107,84,1.8333333333333333,0.6666666666666666,13.0,5.666666666666667,3.3333333333333335,0.3333333333333333,18.0,8.5,1.5,13,12,0,6,1732.7152315032458,1656.7023493180955,20,0.16417057256147524
2022-10-01,Vizela,Portimonense,1,0,H,6,7,2.15,3.3,3.25,3,0,38,53,0.6666666666666666,1.5,2.0,4.833333333333333,1.3333333333333333,0.8333333333333334,15.0,3.6666666666666665,1.0,13,14,-3,1,1417.7021758601852,1496.8894937330838,20,0.16439561786218995
2022-10-01,Chaves,Estoril,1,1,D,3,3,2.25,3.1,3.2,1,1,8,50,1.0,1.1666666666666667,8.0,4.5,1.1666666666666667,1.0,8.0,3.5,1.0,14,14,-2,0,1494.9921102159763,1478.2084203707184,3,0.08219780893109498
2022-10-01,Guimaraes,Benfica,0,0,D,1,1,7.5,5.0,1.36,1,1,58,95,0.8333333333333334,1.0,7.0,3.6666666666666665,2.5,0.5,18.0,6.833333333333333,0.0,13,13,0,8,1508.9457042436122,1680.2868587432313,20,0.16439561786218995
2022-10-02,Rio Ave,Santa Clara,1,0,H,3,1,2.45,3.2,2.8,3,0,6,45,1.6666666666666667,2.0,6.0,4.166666666666667,0.8333333333333334,1.3333333333333333,4.0,2.6666666666666665,1.0,14,14,0,0,1491.1943826338493,1451.0921593819808,3,0.08231048582769325
2022-10-02,Pacos Ferreira,Arouca,1,1,D,3,4,2.2,3.2,3.2,1,1,39,39,0.8333333333333334,2.3333333333333335,1.0,3.8333333333333335,1.0,1.8333333333333333,8.0,3.3333333333333335,2.0,14,14,0,0,1390.5142323881519,1436.270499553082,20,0.1646209716553865
2022-10-02,Famalicao,Boavista,4,0,H,4,1,2.2,3.2,3.3,3,0,43,53,0.16666666666666666,1.0,4.0,2.5,1.1666666666666667,1.3333333333333333,12.0,3.1666666666666665,1.5,14,14,-3,3,1452.2709854134628,1531.763966044824,20,0.1646209716553865
2022-10-03,Maritimo,Casa Pia,1,2,A,3,2,2.75,3.2,2.5,0,3,38,14,0.5,2.8333333333333335,0.0,3.5,1.1666666666666667,0.5,13.0,3.3333333333333335,1.0,14,14,-8,2,1382.1930628910247,1541.1498574361922,20,0.1648466343639469
2022-10-07,Gil Vicente,Estoril,0,1,A,3,3,2.1,3.4,3.25,0,3,60,51,1.1666666666666667,1.6666666666666667,6.0,4.5,1.3333333333333333,1.0,9.0,3.3333333333333335,1.0,7,6,-1,0,1500.6212047185697,1478.932467384749,21,0.16575238282977314
2022-10-08,Santa Clara,Sp Lisbon,1,2,A,6,3,5.75,4.0,1.5,0,3,45,98,0.6666666666666666,1.1666666666666667,4.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,9.0,5.833333333333333,1.5,6,8,-1,1,1437.8158635958534,1663.1268884492983,21,0.16597959647870003
2022-10-08,Benfica,Rio Ave,4,2,H,10,3,1.16,7.0,13.0,3,0,96,9,2.3333333333333335,0.5,16.0,6.333333333333333,1.8333333333333333,1.5,9.0,4.5,1.0,7,6,0,1,1673.4360516253203,1504.4706784199766,21,0.16597959647870003
2022-10-08,Portimonense,Porto,0,2,A,3,7,7.0,4.75,1.4,0,3,53,110,0.8333333333333334,1.0,12.0,4.333333333333333,2.3333333333333335,0.8333333333333334,13.0,6.166666666666667,0.0,7,8,-1,1,1478.5286965937962,1744.4848692010262,21,0.16597959647870003
2022-10-08,Pacos Ferreira,Guimaraes,0,1,A,7,2,3.1,3.2,2.3,0,3,40,59,1.0,2.0,2.0,3.6666666666666665,0.6666666666666666,1.0,5.0,3.3333333333333335,0.0,6,7,0,0,1392.4783470584553,1515.7965113615232,21,0.16597959647870003
2022-10-09,Boavista,Maritimo,1,1,D,5,3,1.9,3.4,4.2,1,1,53,38,0.8333333333333334,1.8333333333333333,9.0,2.5,0.5,2.8333333333333335,0.0,3.0,0.5,7,6,-1,-9,1513.390637319758,1373.6139065085727,21,0.1662071215924841
2022-10-09,Casa Pia,Vizela,0,1,A,5,5,2.37,3.1,3.0,0,3,17,41,1.5,0.5,16.0,3.3333333333333335,0.8333333333333334,1.3333333333333333,5.0,5.666666666666667,1.0,6,8,3,1,1549.7290138186443,1436.0629729994728,4,0.08310356079624205
2022-10-09,Sp Braga,Chaves,0,1,A,5,1,1.28,5.5,9.0,0,3,84,9,3.0,1.0,15.0,7.0,0.8333333333333334,1.1666666666666667,6.0,3.6666666666666665,1.0,9,8,-1,0,1644.932711620315,1494.2680632019456,21,0.1662071215924841
2022-10-10,Arouca,Famalicao,4,1,H,7,5,2.62,3.25,2.55,3,0,40,46,1.0,2.0,6.0,3.3333333333333335,0.8333333333333334,0.5,7.0,2.3333333333333335,2.0,8,8,0,1,1434.3063848827785,1470.6443141385287,21,0.16643495859808205
2022-10-21,Porto,Benfica,0,1,A,4,4,2.3,3.25,3.0,0,3,113,99,2.1666666666666665,0.8333333333333334,13.0,6.5,2.5,0.8333333333333334,16.0,7.0,3.0,13,13,2,1,1749.8204374814804,1681.666672672601,21,0.16896187321641426
2022-10-22,Famalicao,Pacos Ferreira,2,1,H,2,1,1.66,3.5,4.75,3,0,46,40,1.0,1.1666666666666667,6.0,2.8333333333333335,1.0,1.6666666666666667,2.0,4.166666666666667,0.5,12,14,-1,-1,1454.0811751187143,1382.589562616034,21,0.16919348644023405
2022-10-22,Estoril,Sp Braga,0,2,A,2,7,4.5,3.75,1.66,0,3,54,84,1.1666666666666667,0.6666666666666666,11.0,3.1666666666666665,2.1666666666666665,1.1666666666666667,12.0,6.333333333333333,0.5,14,13,1,-2,1494.8676310132576,1623.807232943685,21,0.16919348644023405
2022-10-22,Sp Lisbon,Casa Pia,3,1,H,10,3,1.28,5.0,9.0,3,0,101,17,2.0,1.0,12.0,5.666666666666667,1.1666666666666667,0.6666666666666666,13.0,3.5,1.0,14,13,2,-1,1669.5670265258498,1529.9895530094852,21,0.16919348644023405
2022-10-23,Vizela,Santa Clara,0,1,A,3,2,1.9,3.3,3.8,0,3,44,45,0.8333333333333334,1.1666666666666667,7.0,5.833333333333333,0.6666666666666666,1.1666666666666667,4.0,3.1666666666666665,0.5,14,14,2,-2,1455.8024338086318,1431.375725519302,21,0.16942541715985587
2022-10-23,Maritimo,Arouca,1,1,D,4,5,2.55,3.1,2.7,1,1,39,43,0.6666666666666666,2.1666666666666665,1.0,3.3333333333333335,1.3333333333333333,2.0,6.0,3.8333333333333335,2.0,14,13,0,1,1379.3427598397577,1450.8695239025928,21,0.16942541715985587
2022-10-23,Guimaraes,Boavista,3,2,H,9,2,2.0,3.3,3.5,3,0,62,54,0.6666666666666666,0.6666666666666666,8.0,2.6666666666666665,1.0,1.6666666666666667,10.0,2.6666666666666665,1.0,14,14,1,0,1525.6852958039444,1507.661783988573,21,0.16942541715985587
2022-10-23,Chaves,Gil Vicente,3,1,H,9,3,2.5,3.4,2.6,3,0,12,60,0.8333333333333334,1.0,8.0,3.3333333333333335,1.1666666666666667,1.8333333333333333,5.0,4.166666666666667,1.0,14,14,1,-2,1515.3935418785757,1484.6860410900613,4,0.08471270857992794
2022-10-24,Rio Ave,Portimonense,1,0,H,4,3,2.45,3.3,2.7,3,0,9,53,1.8333333333333333,1.8333333333333333,8.0,3.8333333333333335,0.5,1.1666666666666667,9.0,4.0,1.0,14,14,-1,-2,1496.240057372696,1473.193128313342,4,0.08482883290525177
2022-10-28,Pacos Ferreira,Maritimo,0,1,A,4,7,2.25,3.2,3.3,0,3,40,40,0.8333333333333334,1.5,2.0,4.0,0.8333333333333334,2.1666666666666665,2.0,3.3333333333333335,1.5,6,5,-2,0,1370.6332665408822,1382.3879188634105,22,0.1705898484487263
2022-10-29,Santa Clara,Porto,1,1,D,5,4,7.5,4.5,1.4,1,1,48,113,0.8333333333333334,1.0,7.0,3.1666666666666665,2.0,0.5,13.0,5.5,0.0,6,8,1,-1,1447.428577148925,1731.9151722110212,22,0.17082369330376962
2022-10-29,Benfica,Chaves,5,0,H,9,2,1.18,7.0,13.0,3,0,102,15,2.1666666666666665,0.5,16.0,6.666666666666667,1.0,1.1666666666666667,8.0,4.0,1.0,8,6,2,2,1699.5719379430602,1529.071233824238,22,0.17082369330376962
